id,label,Var3
7052,acinar,acinar
466,acinar,acinar
1825,acinar,acinar
5376,acinar,acinar
6169,acinar,acinar
6168,acinar,acinar
6273,acinar,acinar
7129,acinar,acinar
7010,acinar,acinar
6159,acinar,acinar
4835,acinar,acinar
6639,acinar,acinar
4233,acinar,acinar
7295,ductal,acinar
5958,acinar,acinar
7882,ductal,acinar
3833,acinar,acinar
6075,acinar,acinar
5647,acinar,acinar
4759,acinar,acinar
6772,acinar,acinar
4286,acinar,acinar
5321,acinar,acinar
453,acinar,acinar
4455,acinar,acinar
6309,acinar,acinar
5358,acinar,acinar
5181,acinar,acinar
5229,acinar,acinar
4439,acinar,acinar
1039,acinar,acinar
6145,acinar,acinar
5734,acinar,acinar
6251,acinar,acinar
7109,acinar,acinar
4451,acinar,acinar
4162,endothelial,acinar
6284,acinar,acinar
6217,acinar,acinar
5020,acinar,acinar
7150,acinar,acinar
1797,acinar,acinar
5247,acinar,acinar
5030,acinar,acinar
4812,acinar,acinar
8443,ductal,acinar
8292,ductal,acinar
2653,ductal,acinar
3244,ductal,acinar
6869,acinar,acinar
1150,acinar,acinar
6113,acinar,acinar
7032,acinar,acinar
5174,acinar,acinar
7115,acinar,acinar
413,acinar,acinar
5621,acinar,acinar
2511,ductal,acinar
2563,ductal,acinar
2023,ductal,acinar
6178,acinar,acinar
6161,acinar,acinar
1798,acinar,acinar
5233,acinar,acinar
7079,alpha,acinar
6543,acinar,acinar
2328,ductal,alpha
2547,alpha,alpha
6835,ductal,alpha
3440,alpha,alpha
2289,alpha,alpha
7807,alpha,alpha
3579,alpha,alpha
3595,alpha,alpha
7747,alpha,alpha
8195,alpha,alpha
8239,alpha,alpha
815,alpha,alpha
1277,alpha,alpha
1377,alpha,alpha
4703,alpha,alpha
4774,alpha,alpha
8108,alpha,alpha
8124,alpha,alpha
7599,alpha,alpha
2018,alpha,alpha
8116,alpha,alpha
7434,alpha,alpha
3548,alpha,alpha
8138,alpha,alpha
8078,alpha,alpha
3271,alpha,alpha
2180,alpha,alpha
2293,alpha,alpha
2239,alpha,alpha
3946,alpha,alpha
3763,alpha,alpha
5591,alpha,alpha
7555,alpha,alpha
6523,alpha,alpha
5071,alpha,alpha
5655,alpha,alpha
2500,alpha,alpha
792,alpha,alpha
3900,alpha,alpha
5673,alpha,alpha
8172,alpha,alpha
8002,alpha,alpha
5560,alpha,alpha
2165,alpha,alpha
3147,alpha,alpha
2121,alpha,alpha
2706,alpha,alpha
3315,alpha,alpha
2101,alpha,alpha
3919,alpha,alpha
4921,alpha,alpha
5881,alpha,alpha
3897,alpha,alpha
5786,alpha,alpha
3996,alpha,alpha
879,alpha,alpha
3489,alpha,alpha
7774,alpha,alpha
8329,alpha,alpha
3429,alpha,alpha
8094,alpha,alpha
8144,alpha,alpha
4936,alpha,alpha
6573,alpha,alpha
6705,alpha,alpha
6661,alpha,alpha
3809,alpha,alpha
6539,alpha,alpha
6619,alpha,alpha
3847,alpha,alpha
3890,alpha,alpha
2339,alpha,alpha
2523,alpha,alpha
2100,alpha,alpha
3242,alpha,alpha
4136,alpha,alpha
2800,alpha,alpha
2914,alpha,alpha
5930,alpha,alpha
3924,alpha,alpha
3893,alpha,alpha
5803,alpha,alpha
3477,alpha,alpha
2282,alpha,alpha
2155,alpha,alpha
3163,alpha,alpha
8056,alpha,alpha
8342,alpha,alpha
2028,alpha,alpha
6788,alpha,alpha
5710,alpha,alpha
2908,alpha,alpha
2162,alpha,alpha
3303,alpha,alpha
3284,alpha,alpha
2238,alpha,alpha
2379,alpha,alpha
2409,alpha,alpha
3327,alpha,alpha
3148,alpha,alpha
5860,alpha,alpha
3209,alpha,alpha
6552,alpha,alpha
5667,alpha,alpha
4844,alpha,alpha
3845,alpha,alpha
6614,alpha,alpha
4789,alpha,alpha
7764,alpha,alpha
8201,alpha,alpha
5015,alpha,alpha
2055,alpha,alpha
2962,alpha,alpha
2441,alpha,alpha
3600,alpha,alpha
5912,alpha,alpha
3582,alpha,alpha
8254,alpha,alpha
864,alpha,alpha
2314,alpha,alpha
3422,alpha,alpha
3599,alpha,alpha
2356,alpha,alpha
3499,alpha,alpha
3494,alpha,alpha
3253,alpha,alpha
2354,alpha,alpha
5077,alpha,alpha
2236,alpha,alpha
2280,alpha,alpha
3180,alpha,alpha
7496,alpha,alpha
2030,alpha,alpha
5790,alpha,alpha
2003,alpha,alpha
2083,alpha,alpha
2067,alpha,alpha
2099,alpha,alpha
3435,alpha,alpha
7541,alpha,alpha
7963,alpha,alpha
7610,alpha,alpha
7562,alpha,alpha
6553,alpha,alpha
6412,alpha,alpha
2591,alpha,alpha
2594,alpha,alpha
2022,alpha,alpha
2498,alpha,alpha
870,alpha,alpha
7545,alpha,alpha
4736,alpha,alpha
8267,alpha,alpha
3295,alpha,alpha
8394,alpha,alpha
2388,alpha,alpha
6657,alpha,alpha
682,alpha,alpha
4755,alpha,alpha
5549,alpha,alpha
2323,alpha,alpha
3157,alpha,alpha
7743,alpha,alpha
2058,ductal,alpha
4965,alpha,alpha
4230,alpha,alpha
816,alpha,alpha
2257,alpha,alpha
8107,alpha,alpha
2279,alpha,alpha
8031,alpha,alpha
833,alpha,alpha
7694,alpha,alpha
3478,alpha,alpha
2266,alpha,alpha
8466,alpha,alpha
3374,alpha,alpha
3471,alpha,alpha
6134,alpha,alpha
5106,alpha,alpha
4763,alpha,alpha
2202,alpha,alpha
2136,alpha,alpha
3277,alpha,alpha
3390,alpha,alpha
6613,alpha,alpha
6576,alpha,alpha
3805,alpha,alpha
7982,alpha,alpha
2047,alpha,alpha
3433,alpha,alpha
5678,alpha,alpha
2094,alpha,alpha
2231,alpha,alpha
5566,alpha,alpha
2036,alpha,alpha
5530,alpha,alpha
3779,alpha,alpha
4775,alpha,alpha
4848,alpha,alpha
6626,alpha,alpha
7427,alpha,alpha
2402,alpha,alpha
2112,alpha,alpha
3235,alpha,alpha
2534,alpha,alpha
859,alpha,alpha
829,alpha,alpha
754,alpha,alpha
6598,alpha,alpha
1326,alpha,alpha
161,alpha,alpha
5042,alpha,alpha
3395,alpha,alpha
6782,alpha,alpha
3381,alpha,alpha
3341,alpha,alpha
3552,alpha,alpha
7992,alpha,alpha
7642,alpha,alpha
7552,alpha,alpha
7674,alpha,alpha
2357,alpha,alpha
6698,alpha,alpha
3927,alpha,alpha
4705,alpha,alpha
198,alpha,alpha
4962,alpha,alpha
8275,alpha,alpha
7623,alpha,alpha
8052,alpha,alpha
7928,alpha,alpha
131,alpha,alpha
634,ductal,alpha
2718,alpha,alpha
7658,alpha,alpha
8038,alpha,alpha
1588,alpha,alpha
8215,alpha,alpha
7739,alpha,alpha
1027,alpha,alpha
6173,alpha,alpha
1871,alpha,alpha
5981,alpha,alpha
6623,alpha,alpha
2147,alpha,alpha
3560,alpha,alpha
2286,alpha,alpha
3333,ductal,alpha
6859,alpha,alpha
5083,alpha,alpha
4171,alpha,alpha
4885,alpha,alpha
5078,alpha,alpha
3938,alpha,alpha
6860,alpha,alpha
4376,alpha,alpha
2396,alpha,alpha
994,alpha,alpha
3507,alpha,alpha
2397,alpha,alpha
2259,alpha,alpha
4966,alpha,alpha
3460,alpha,alpha
2712,alpha,alpha
3274,alpha,alpha
3317,alpha,alpha
7709,alpha,alpha
3383,alpha,alpha
3500,alpha,alpha
2391,alpha,alpha
8476,alpha,alpha
8457,alpha,alpha
7738,alpha,alpha
8251,alpha,alpha
8294,alpha,alpha
3469,alpha,alpha
2167,alpha,alpha
7636,alpha,alpha
1684,alpha,alpha
2226,alpha,alpha
6669,alpha,alpha
4888,alpha,alpha
3391,alpha,alpha
3986,alpha,alpha
6474,alpha,alpha
4853,alpha,alpha
5727,alpha,alpha
4887,alpha,alpha
2808,alpha,alpha
2814,alpha,alpha
3238,alpha,alpha
2145,alpha,alpha
4298,alpha,alpha
5252,alpha,alpha
4086,alpha,alpha
6757,alpha,alpha
5706,alpha,alpha
6686,alpha,alpha
7361,alpha,alpha
2652,alpha,alpha
6584,alpha,alpha
3538,alpha,alpha
2809,alpha,alpha
3503,alpha,alpha
8483,alpha,alpha
8400,alpha,alpha
7784,alpha,alpha
2417,alpha,alpha
3644,alpha,alpha
3634,alpha,alpha
3458,alpha,alpha
5068,alpha,alpha
6863,alpha,alpha
1590,alpha,alpha
946,alpha,alpha
2466,alpha,alpha
8377,alpha,alpha
8247,alpha,alpha
8231,alpha,alpha
8369,alpha,alpha
8148,alpha,alpha
7357,alpha,alpha
7360,alpha,alpha
2607,alpha,alpha
2300,alpha,alpha
2711,alpha,alpha
6451,alpha,alpha
3776,alpha,alpha
3972,alpha,alpha
6808,alpha,alpha
5649,alpha,alpha
5014,alpha,alpha
6583,alpha,alpha
5823,alpha,alpha
3830,alpha,alpha
6703,alpha,alpha
4906,alpha,alpha
3843,alpha,alpha
1297,alpha,alpha
1486,alpha,alpha
5854,alpha,alpha
5793,alpha,alpha
2366,alpha,alpha
4205,alpha,alpha
3995,alpha,alpha
6535,alpha,alpha
3117,alpha,alpha
7529,alpha,alpha
3190,alpha,alpha
2177,alpha,alpha
2399,alpha,alpha
2312,alpha,alpha
2449,alpha,alpha
2898,alpha,alpha
3310,alpha,alpha
7064,alpha,alpha
5115,alpha,alpha
8290,alpha,alpha
3285,alpha,alpha
7956,alpha,alpha
7652,alpha,alpha
2151,alpha,alpha
7525,alpha,alpha
3360,alpha,alpha
2433,alpha,alpha
8234,alpha,alpha
2095,alpha,alpha
103,alpha,alpha
2334,alpha,alpha
967,alpha,alpha
2322,alpha,alpha
2447,alpha,alpha
3522,alpha,alpha
6934,alpha,alpha
3578,alpha,alpha
2463,alpha,alpha
7023,alpha,alpha
6100,alpha,alpha
3537,alpha,alpha
2294,alpha,alpha
5872,alpha,alpha
6804,alpha,alpha
6664,alpha,alpha
1423,alpha,alpha
4809,alpha,alpha
5741,alpha,alpha
7777,alpha,alpha
2820,alpha,alpha
2247,alpha,alpha
2731,alpha,alpha
6002,alpha,alpha
8433,alpha,alpha
2077,alpha,alpha
6184,alpha,alpha
4753,alpha,alpha
3412,alpha,alpha
6190,alpha,alpha
5285,alpha,alpha
1367,alpha,alpha
2172,alpha,alpha
2021,alpha,alpha
2243,alpha,alpha
2529,alpha,alpha
7524,alpha,alpha
4710,alpha,alpha
5141,alpha,alpha
6521,alpha,alpha
3947,alpha,alpha
5896,alpha,alpha
1472,alpha,alpha
4714,alpha,alpha
6643,alpha,alpha
2237,alpha,alpha
5879,alpha,alpha
3436,alpha,alpha
8043,alpha,alpha
8336,alpha,alpha
7514,alpha,alpha
5742,alpha,alpha
7708,alpha,alpha
5791,alpha,alpha
5888,alpha,alpha
4963,alpha,alpha
1466,alpha,alpha
2341,alpha,alpha
1558,alpha,alpha
4998,alpha,alpha
4779,alpha,alpha
4188,alpha,alpha
2436,alpha,alpha
8230,alpha,alpha
8243,alpha,alpha
7828,alpha,alpha
3934,alpha,alpha
8192,alpha,alpha
5155,alpha,alpha
8073,alpha,alpha
6588,alpha,alpha
3942,alpha,alpha
5026,alpha,alpha
6064,alpha,alpha
4017,alpha,alpha
619,alpha,alpha
8080,alpha,alpha
2559,alpha,alpha
3302,alpha,alpha
324,alpha,alpha
5798,alpha,alpha
3976,alpha,alpha
4943,alpha,alpha
5750,alpha,alpha
5006,alpha,alpha
6727,alpha,alpha
3985,alpha,alpha
1553,alpha,alpha
876,alpha,alpha
880,alpha,alpha
187,alpha,alpha
3328,alpha,alpha
3267,alpha,alpha
5838,alpha,alpha
5966,alpha,alpha
6716,alpha,alpha
4319,alpha,alpha
2987,alpha,alpha
852,alpha,alpha
2983,alpha,alpha
3545,alpha,alpha
4794,alpha,alpha
3950,alpha,alpha
7811,alpha,alpha
2556,alpha,alpha
6771,alpha,alpha
2214,alpha,alpha
4833,alpha,alpha
3952,alpha,alpha
3744,alpha,alpha
821,alpha,alpha
7547,alpha,alpha
3883,alpha,alpha
6533,alpha,alpha
3246,alpha,alpha
3248,alpha,alpha
2321,alpha,alpha
4871,alpha,alpha
4861,alpha,alpha
3832,alpha,alpha
6844,alpha,alpha
3486,alpha,alpha
4958,alpha,alpha
606,alpha,alpha
2458,alpha,alpha
8030,beta,alpha
6776,alpha,alpha
2245,alpha,alpha
1506,alpha,alpha
2628,alpha,alpha
3912,alpha,alpha
4142,alpha,alpha
2978,alpha,alpha
7598,alpha,alpha
4109,alpha,alpha
4198,alpha,alpha
4175,alpha,alpha
7122,alpha,alpha
7835,alpha,alpha
4272,alpha,alpha
6068,alpha,alpha
6815,alpha,alpha
5000,alpha,alpha
4035,alpha,alpha
3764,alpha,alpha
3142,alpha,alpha
2115,alpha,alpha
3868,alpha,alpha
5675,alpha,alpha
3898,alpha,alpha
5921,alpha,alpha
5770,alpha,alpha
6446,ductal,alpha
6589,alpha,alpha
4744,alpha,alpha
67,alpha,alpha
4164,alpha,alpha
4019,alpha,alpha
4880,alpha,alpha
2149,alpha,alpha
2803,alpha,alpha
3214,alpha,alpha
3497,alpha,alpha
8528,alpha,alpha
6519,alpha,alpha
6612,alpha,alpha
5753,alpha,alpha
5998,alpha,alpha
6048,alpha,alpha
4285,alpha,alpha
2938,alpha,alpha
5889,alpha,alpha
6996,alpha,alpha
4712,alpha,alpha
3958,alpha,alpha
5622,alpha,alpha
4876,alpha,alpha
3838,alpha,alpha
4798,alpha,alpha
3960,alpha,alpha
5748,alpha,alpha
1563,alpha,alpha
7013,alpha,alpha
3884,alpha,alpha
2570,alpha,alpha
3299,alpha,alpha
2537,alpha,alpha
3378,alpha,alpha
2229,alpha,alpha
3226,alpha,alpha
8345,alpha,alpha
2384,alpha,alpha
6055,alpha,alpha
6088,alpha,alpha
6695,alpha,alpha
5831,alpha,alpha
5983,alpha,alpha
4074,alpha,alpha
5856,alpha,alpha
5779,alpha,alpha
2639,alpha,alpha
5858,alpha,alpha
2791,alpha,alpha
6737,alpha,alpha
5890,alpha,alpha
4935,alpha,alpha
5275,alpha,alpha
2796,alpha,alpha
3400,alpha,alpha
2933,alpha,alpha
2297,alpha,alpha
2551,alpha,alpha
1598,alpha,alpha
4243,alpha,alpha
4128,alpha,alpha
6615,alpha,alpha
4089,alpha,alpha
6742,alpha,alpha
5099,alpha,alpha
2588,alpha,alpha
2818,alpha,alpha
2764,alpha,alpha
2755,alpha,alpha
2721,alpha,alpha
2733,alpha,alpha
2848,alpha,alpha
3954,alpha,alpha
2946,alpha,alpha
5073,alpha,alpha
2856,alpha,alpha
3337,alpha,alpha
2306,alpha,alpha
2624,alpha,alpha
3790,alpha,alpha
5254,alpha,alpha
5101,alpha,alpha
5809,alpha,alpha
1541,alpha,alpha
3957,alpha,alpha
6850,alpha,alpha
263,alpha,alpha
6605,alpha,alpha
6987,alpha,alpha
6080,alpha,alpha
4989,alpha,alpha
6060,alpha,alpha
4213,alpha,alpha
7041,alpha,alpha
22,alpha,alpha
4392,alpha,alpha
5148,alpha,alpha
5714,alpha,alpha
4133,alpha,alpha
3928,alpha,alpha
2046,alpha,alpha
2272,alpha,alpha
2158,alpha,alpha
2026,alpha,alpha
3234,alpha,alpha
5884,alpha,alpha
3259,alpha,alpha
5763,alpha,alpha
5029,alpha,alpha
5801,alpha,alpha
3852,alpha,alpha
4816,alpha,alpha
4804,alpha,alpha
6718,alpha,alpha
4813,alpha,alpha
5002,alpha,alpha
3913,alpha,alpha
4955,alpha,alpha
5990,alpha,alpha
4748,alpha,alpha
5905,alpha,alpha
2634,alpha,alpha
6051,alpha,alpha
5864,alpha,alpha
6677,alpha,alpha
4168,alpha,alpha
3982,alpha,alpha
5771,alpha,alpha
5645,alpha,alpha
5901,alpha,alpha
5830,alpha,alpha
6013,alpha,alpha
3941,alpha,alpha
2159,alpha,alpha
2763,alpha,alpha
6800,alpha,alpha
5117,alpha,alpha
2783,alpha,alpha
2829,alpha,alpha
5972,alpha,alpha
6902,alpha,alpha
2698,alpha,alpha
2789,alpha,alpha
3363,alpha,alpha
7482,alpha,alpha
2599,alpha,alpha
2663,alpha,alpha
5130,alpha,alpha
4129,alpha,alpha
8163,alpha,alpha
5694,alpha,alpha
8339,alpha,alpha
5047,alpha,alpha
6733,alpha,alpha
3888,alpha,alpha
6890,alpha,alpha
6883,alpha,alpha
6973,alpha,alpha
5913,alpha,alpha
1977,macrophage,alpha
6527,alpha,alpha
4922,alpha,alpha
5129,alpha,alpha
6974,alpha,alpha
5028,alpha,alpha
4983,alpha,alpha
6831,alpha,alpha
4739,alpha,alpha
4672,alpha,alpha
4886,alpha,alpha
5160,alpha,alpha
5819,alpha,alpha
4806,alpha,alpha
5040,alpha,alpha
5629,alpha,alpha
3373,alpha,alpha
2762,alpha,alpha
6947,alpha,alpha
6798,alpha,alpha
5857,alpha,alpha
5025,alpha,alpha
4769,alpha,alpha
6672,alpha,alpha
5089,alpha,alpha
4796,alpha,alpha
4033,alpha,alpha
4013,alpha,alpha
5616,alpha,alpha
6730,alpha,alpha
2361,alpha,alpha
2799,alpha,alpha
3447,alpha,alpha
4060,alpha,alpha
2195,alpha,alpha
2555,alpha,alpha
2057,alpha,alpha
2825,alpha,alpha
5867,alpha,alpha
5977,alpha,alpha
5056,alpha,alpha
6790,alpha,alpha
6483,alpha,alpha
3817,alpha,alpha
5869,alpha,alpha
2870,alpha,alpha
6617,alpha,alpha
8405,alpha,alpha
5885,alpha,alpha
4172,alpha,alpha
4865,alpha,alpha
5036,alpha,alpha
6865,alpha,alpha
4088,alpha,alpha
2948,alpha,alpha
4169,alpha,alpha
3834,alpha,alpha
3372,alpha,alpha
5891,alpha,alpha
3814,alpha,alpha
1672,alpha,alpha
6786,alpha,alpha
2337,alpha,alpha
8032,alpha,alpha
6913,alpha,alpha
6926,alpha,alpha
4079,alpha,alpha
5051,alpha,alpha
5752,alpha,alpha
6923,alpha,alpha
4062,alpha,alpha
6004,alpha,alpha
5175,alpha,alpha
5061,alpha,alpha
4227,alpha,alpha
1299,alpha,alpha
1490,alpha,alpha
1581,alpha,alpha
3813,alpha,alpha
6518,alpha,alpha
4914,alpha,alpha
5827,alpha,alpha
6701,alpha,alpha
4947,alpha,alpha
6010,alpha,alpha
4915,alpha,alpha
4973,alpha,alpha
5114,alpha,alpha
4863,alpha,alpha
5272,alpha,alpha
62,alpha,alpha
1371,alpha,alpha
191,alpha,alpha
8147,alpha,alpha
2345,alpha,alpha
3917,alpha,alpha
2273,alpha,alpha
8352,alpha,alpha
8227,alpha,alpha
8372,alpha,alpha
7749,alpha,alpha
4920,alpha,alpha
4203,alpha,alpha
6231,alpha,alpha
7145,alpha,alpha
8508,alpha,alpha
6881,alpha,alpha
3178,alpha,alpha
2187,alpha,alpha
2708,alpha,alpha
2578,alpha,alpha
2423,alpha,alpha
3640,alpha,alpha
1054,alpha,alpha
6749,alpha,alpha
6212,alpha,alpha
7228,alpha,alpha
4493,alpha,alpha
7166,alpha,alpha
2445,alpha,alpha
3020,alpha,alpha
1695,alpha,alpha
365,alpha,alpha
5246,alpha,alpha
8514,alpha,alpha
2395,alpha,alpha
7745,alpha,alpha
1773,alpha,alpha
1587,alpha,alpha
7138,alpha,alpha
8431,alpha,alpha
8149,alpha,alpha
6125,alpha,alpha
4982,alpha,alpha
4015,alpha,alpha
6671,alpha,alpha
226,alpha,alpha
8408,alpha,alpha
7746,alpha,alpha
381,alpha,alpha
6279,alpha,alpha
977,alpha,alpha
4953,alpha,alpha
5932,alpha,alpha
3989,alpha,alpha
1491,alpha,alpha
1496,alpha,alpha
8208,alpha,alpha
3425,alpha,alpha
2113,alpha,alpha
4469,alpha,alpha
2428,alpha,alpha
5328,alpha,alpha
6078,alpha,alpha
5159,alpha,alpha
6185,alpha,alpha
1782,beta,alpha
4490,alpha,alpha
7205,alpha,alpha
6290,alpha,alpha
2385,alpha,alpha
2378,alpha,alpha
2953,alpha,alpha
7021,alpha,alpha
6143,alpha,alpha
5380,alpha,alpha
322,alpha,alpha
7094,alpha,alpha
8566,alpha,alpha
3661,alpha,alpha
3554,alpha,alpha
8488,alpha,alpha
8539,alpha,alpha
2176,alpha,alpha
3043,alpha,alpha
6044,alpha,alpha
4521,alpha,alpha
6245,alpha,alpha
5109,alpha,alpha
5227,alpha,alpha
6799,alpha,alpha
2812,alpha,alpha
2741,alpha,alpha
2596,alpha,alpha
7611,alpha,alpha
2276,alpha,alpha
3159,alpha,alpha
8063,alpha,alpha
7723,alpha,alpha
4409,alpha,alpha
1657,alpha,alpha
4870,alpha,alpha
4253,alpha,alpha
6827,alpha,alpha
332,alpha,alpha
6823,alpha,alpha
2350,alpha,alpha
1600,alpha,alpha
5177,alpha,alpha
4262,alpha,alpha
4030,alpha,alpha
270,alpha,alpha
5919,alpha,alpha
4045,alpha,alpha
1382,alpha,alpha
185,alpha,alpha
6992,alpha,alpha
5843,alpha,alpha
4734,alpha,alpha
4860,alpha,alpha
4959,alpha,alpha
3956,alpha,alpha
4918,alpha,alpha
8306,alpha,alpha
2664,alpha,alpha
5917,gamma,alpha
8356,alpha,alpha
3550,alpha,alpha
6206,alpha,alpha
6917,endothelial,alpha
6921,alpha,alpha
917,alpha,alpha
3505,alpha,alpha
3392,alpha,alpha
3508,alpha,alpha
3029,alpha,alpha
2785,alpha,alpha
4310,alpha,alpha
6877,alpha,alpha
4011,alpha,alpha
5935,alpha,alpha
4273,alpha,alpha
3048,alpha,alpha
1702,alpha,alpha
939,alpha,alpha
357,alpha,alpha
6028,alpha,alpha
6166,alpha,alpha
1007,alpha,alpha
1765,alpha,alpha
899,alpha,alpha
1668,alpha,alpha
5197,alpha,alpha
4896,alpha,alpha
935,alpha,alpha
5126,alpha,alpha
6172,alpha,alpha
5065,alpha,alpha
8441,alpha,alpha
6938,alpha,alpha
4350,alpha,alpha
6852,alpha,alpha
2846,alpha,alpha
2999,alpha,alpha
7027,alpha,alpha
5013,alpha,alpha
2910,alpha,alpha
3487,alpha,alpha
3280,alpha,alpha
2790,alpha,alpha
3260,alpha,alpha
5171,alpha,alpha
2757,alpha,alpha
2669,alpha,alpha
7690,alpha,alpha
2105,alpha,alpha
919,alpha,alpha
1435,alpha,alpha
6001,alpha,alpha
5942,alpha,alpha
4808,alpha,alpha
4078,alpha,alpha
4270,alpha,alpha
5832,alpha,alpha
5010,alpha,alpha
6693,alpha,alpha
245,alpha,alpha
5308,alpha,alpha
6920,alpha,alpha
3464,alpha,alpha
3492,alpha,alpha
5133,alpha,alpha
6795,alpha,alpha
4268,alpha,alpha
5004,alpha,alpha
6170,alpha,alpha
5341,alpha,alpha
6949,alpha,alpha
1050,alpha,alpha
5319,alpha,alpha
7660,alpha,alpha
4950,alpha,alpha
2902,alpha,alpha
2377,alpha,alpha
7840,alpha,alpha
5370,alpha,alpha
3485,alpha,alpha
3568,alpha,alpha
6261,alpha,alpha
8429,alpha,alpha
3530,alpha,alpha
2443,alpha,alpha
3502,alpha,alpha
433,alpha,alpha
3468,alpha,alpha
835,alpha,alpha
5046,alpha,alpha
5863,alpha,alpha
5100,alpha,alpha
4891,ductal,alpha
7879,ductal,alpha
6090,alpha,alpha
6813,alpha,alpha
6853,alpha,alpha
5876,alpha,alpha
5785,alpha,alpha
2969,alpha,alpha
6889,alpha,alpha
4027,alpha,alpha
2960,alpha,alpha
6034,alpha,alpha
8484,alpha,alpha
6257,alpha,alpha
4325,alpha,alpha
5219,alpha,alpha
4403,alpha,alpha
4226,alpha,alpha
4700,alpha,alpha
202,alpha,alpha
8390,alpha,alpha
2349,alpha,alpha
6188,alpha,alpha
5216,alpha,alpha
4981,alpha,alpha
5168,alpha,alpha
4202,alpha,alpha
4846,alpha,alpha
2064,alpha,alpha
8446,alpha,alpha
8276,alpha,alpha
8509,alpha,alpha
2993,alpha,alpha
4760,alpha,alpha
4186,alpha,alpha
2429,alpha,alpha
8515,alpha,alpha
3558,alpha,alpha
2581,activated_stellate,alpha
2951,alpha,alpha
2122,gamma,alpha
4737,gamma,alpha
7597,gamma,alpha
2249,gamma,alpha
6049,alpha,alpha
1592,alpha,alpha
5067,alpha,alpha
4116,alpha,alpha
4968,alpha,alpha
7207,alpha,alpha
2374,alpha,alpha
7134,alpha,alpha
7107,alpha,alpha
5059,alpha,alpha
7235,alpha,alpha
4470,alpha,alpha
8200,alpha,alpha
2660,alpha,alpha
3405,alpha,alpha
2868,alpha,alpha
4441,alpha,alpha
5344,alpha,alpha
2911,alpha,alpha
2655,alpha,alpha
1656,alpha,alpha
1623,alpha,alpha
3980,alpha,alpha
5191,alpha,alpha
5211,alpha,alpha
5063,alpha,alpha
3997,alpha,alpha
4106,alpha,alpha
5135,alpha,alpha
5563,alpha,alpha
6066,alpha,alpha
4453,alpha,alpha
5304,alpha,alpha
4318,alpha,alpha
5053,alpha,alpha
2970,alpha,alpha
2253,alpha,alpha
1976,alpha,alpha
2274,alpha,alpha
2603,alpha,alpha
4113,alpha,alpha
6045,alpha,alpha
8301,alpha,alpha
3911,alpha,alpha
6205,alpha,alpha
2439,alpha,alpha
2772,alpha,alpha
2852,alpha,alpha
4195,alpha,alpha
2836,alpha,alpha
2975,alpha,alpha
2982,alpha,alpha
2956,alpha,alpha
5777,alpha,alpha
5903,alpha,alpha
6091,alpha,alpha
2837,alpha,alpha
2873,alpha,alpha
2851,alpha,alpha
2657,ductal,alpha
6105,alpha,alpha
5978,alpha,alpha
4036,alpha,alpha
4210,alpha,alpha
5207,alpha,alpha
6909,alpha,alpha
2864,alpha,alpha
5303,alpha,alpha
1691,alpha,alpha
6925,alpha,alpha
5944,alpha,alpha
6039,alpha,alpha
5282,alpha,alpha
6640,alpha,alpha
5054,alpha,alpha
2720,alpha,alpha
4159,alpha,alpha
5931,alpha,alpha
6011,alpha,alpha
5192,alpha,alpha
5781,alpha,alpha
6000,alpha,alpha
6700,alpha,alpha
6141,alpha,alpha
6692,alpha,alpha
6556,alpha,alpha
4299,alpha,alpha
5038,alpha,alpha
6085,alpha,alpha
4338,alpha,alpha
4353,alpha,alpha
7139,alpha,alpha
6229,alpha,alpha
2924,alpha,alpha
4261,alpha,alpha
5118,alpha,alpha
6065,alpha,alpha
5058,alpha,alpha
2886,alpha,alpha
4346,alpha,alpha
2875,alpha,alpha
5817,alpha,alpha
4930,alpha,alpha
2920,alpha,alpha
2016,alpha,alpha
4934,alpha,alpha
1426,alpha,alpha
6687,alpha,alpha
2597,alpha,alpha
2659,alpha,alpha
2672,alpha,alpha
8250,alpha,alpha
2859,alpha,alpha
3597,alpha,alpha
3223,alpha,alpha
2937,alpha,alpha
4879,alpha,alpha
3309,alpha,alpha
2584,alpha,alpha
2788,alpha,alpha
2826,alpha,alpha
2838,alpha,alpha
2592,alpha,alpha
7477,alpha,alpha
3318,alpha,alpha
2091,alpha,alpha
2157,alpha,alpha
2684,alpha,alpha
3225,alpha,alpha
5902,alpha,alpha
4985,alpha,alpha
5075,alpha,alpha
272,alpha,alpha
4180,alpha,alpha
6197,alpha,alpha
5262,alpha,alpha
6018,alpha,alpha
5938,alpha,alpha
4907,alpha,alpha
2801,alpha,alpha
2713,alpha,alpha
5212,alpha,alpha
5176,alpha,alpha
3901,alpha,alpha
2724,alpha,alpha
2695,alpha,alpha
2876,alpha,alpha
2777,alpha,alpha
6825,alpha,alpha
4911,alpha,alpha
5976,alpha,alpha
4099,alpha,alpha
6894,alpha,alpha
8388,alpha,alpha
3338,alpha,alpha
4384,alpha,alpha
183,alpha,alpha
7359,alpha,alpha
2611,alpha,alpha
5142,alpha,alpha
969,alpha,alpha
1662,alpha,alpha
4339,alpha,alpha
5305,alpha,alpha
4801,alpha,alpha
6838,alpha,alpha
6767,alpha,alpha
1604,alpha,alpha
5811,alpha,alpha
4112,alpha,alpha
4132,alpha,alpha
4103,alpha,alpha
6625,alpha,alpha
2976,alpha,alpha
1813,alpha,alpha
7018,alpha,alpha
