id,label
5186,alpha
7075,alpha
4348,alpha
4872,alpha
2686,alpha
6119,alpha
8237,alpha
3231,alpha
2787,alpha
2690,alpha
5290,alpha
4039,alpha
1442,alpha
4077,alpha
6647,alpha
7143,alpha
4167,alpha
4012,alpha
5859,alpha
5091,alpha
6870,alpha
6739,alpha
6957,alpha
4054,alpha
7707,alpha
3567,alpha
2364,alpha
6015,alpha
5342,alpha
4340,alpha
3014,alpha
8520,alpha
1715,alpha
208,alpha
280,alpha
3886,ductal
5939,alpha
135,alpha
205,alpha
6137,alpha
7420,alpha
6963,alpha
4281,alpha
6862,alpha
4024,alpha
5724,alpha
6146,alpha
4317,alpha
5933,alpha
3998,alpha
2575,alpha
1445,alpha
3818,activated_stellate
6792,alpha
4691,alpha
5137,alpha
6851,alpha
4122,alpha
3224,alpha
5720,alpha
4115,alpha
5220,alpha
2805,alpha
2705,alpha
6175,alpha
5146,alpha
6096,alpha
8366,alpha
6148,alpha
70,alpha
6821,alpha
366,alpha
4283,alpha
5915,alpha
4293,alpha
4151,alpha
5281,alpha
6057,alpha
6951,alpha
4251,alpha
7044,alpha
5306,alpha
406,alpha
4520,alpha
2644,alpha
2675,alpha
8272,alpha
2901,alpha
2612,alpha
5183,alpha
2900,alpha
3476,alpha
3181,alpha
8516,alpha
6042,alpha
8313,alpha
2919,alpha
2752,alpha
2913,alpha
6745,alpha
4250,alpha
5330,alpha
2401,alpha
5297,alpha
6959,alpha
4247,alpha
4362,alpha
6764,alpha
6954,alpha
5213,alpha
6945,alpha
4406,alpha
7071,alpha
4179,alpha
5277,alpha
4290,alpha
2798,alpha
5123,alpha
5805,alpha
6620,alpha
4854,alpha
5994,alpha
6140,alpha
5758,alpha
2903,alpha
4138,alpha
4147,alpha
2648,alpha
4139,alpha
5199,alpha
4105,alpha
4047,alpha
5713,alpha
6031,alpha
1464,alpha
909,alpha
830,alpha
6936,alpha
862,alpha
5136,alpha
5072,alpha
5113,alpha
5110,alpha
7035,alpha
5992,alpha
3581,alpha
2365,alpha
8256,alpha
2822,alpha
3351,alpha
3588,alpha
2440,alpha
5264,alpha
6994,alpha
3312,alpha
5943,alpha
6056,alpha
2320,alpha
8106,alpha
7682,alpha
4852,activated_stellate
6756,alpha
6820,alpha
3480,alpha
4335,alpha
2268,alpha
5345,alpha
2967,alpha
2426,alpha
7006,alpha
5294,alpha
8414,alpha
2942,alpha
7017,alpha
6777,alpha
6783,alpha
327,alpha
3001,alpha
8350,alpha
348,alpha
132,alpha
1407,alpha
2616,macrophage
6606,ductal
5145,alpha
6846,alpha
2630,alpha
799,alpha
1932,alpha
1857,alpha
5925,alpha
7081,alpha
1111,alpha
385,alpha
6281,alpha
5189,alpha
2740,alpha
458,alpha
7144,alpha
4369,alpha
4553,alpha
1070,alpha
3585,alpha
3633,alpha
3089,alpha
5400,alpha
5333,alpha
8557,alpha
6111,alpha
3609,alpha
2833,alpha
2921,alpha
2793,alpha
4305,alpha
1079,alpha
865,alpha
4336,alpha
5043,alpha
7092,alpha
2346,alpha
3473,alpha
4102,alpha
1566,alpha
788,alpha
6237,alpha
7026,alpha
6238,alpha
285,alpha
7007,alpha
968,alpha
813,alpha
5112,alpha
6032,alpha
7127,alpha
4256,alpha
2430,alpha
7070,alpha
6232,alpha
1687,alpha
1003,alpha
3549,alpha
861,endothelial
5222,alpha
6246,alpha
8513,alpha
6202,alpha
6147,alpha
7857,alpha
3610,alpha
8550,alpha
212,alpha
2446,alpha
3482,quiescent_stellate
5927,alpha
6179,alpha
6121,alpha
4785,ductal
4001,alpha
6991,alpha
4366,alpha
6124,alpha
6069,alpha
4235,alpha
5918,alpha
5985,alpha
5250,alpha
4440,alpha
8517,alpha
7826,alpha
8409,alpha
8456,alpha
2943,alpha
7089,alpha
3013,alpha
3028,alpha
3635,alpha
8391,alpha
8464,alpha
2892,alpha
3511,alpha
3002,alpha
2977,alpha
6264,alpha
6204,alpha
7215,alpha
7859,alpha
6308,alpha
7247,alpha
7045,alpha
2723,alpha
1852,alpha
2998,alpha
3069,alpha
3063,alpha
7055,alpha
7216,alpha
4460,alpha
4461,alpha
7203,alpha
7171,alpha
1512,alpha
7813,alpha
3632,alpha
2989,alpha
2881,alpha
1095,alpha
923,alpha
5147,alpha
1072,alpha
7151,alpha
506,alpha
390,alpha
7839,alpha
7221,alpha
7168,alpha
8503,alpha
4258,alpha
6271,alpha
7187,alpha
7251,alpha
4356,alpha
4537,alpha
4978,alpha
6201,alpha
4354,alpha
7111,alpha
5338,alpha
8471,alpha
2985,alpha
2941,alpha
7202,alpha
3050,alpha
2392,alpha
8406,alpha
2610,alpha
6807,alpha
6855,alpha
5322,alpha
5269,alpha
6878,alpha
7088,alpha
6101,alpha
7137,alpha
3034,alpha
1082,alpha
7126,alpha
7098,alpha
6961,alpha
1802,alpha
5267,alpha
6095,alpha
279,alpha
2455,alpha
3593,alpha
3624,alpha
3613,alpha
3654,alpha
5402,alpha
2986,alpha
3288,alpha
5802,alpha
5780,alpha
5288,alpha
5837,alpha
4263,alpha
5170,alpha
1711,alpha
1060,alpha
869,alpha
6924,alpha
7087,alpha
5153,alpha
5156,alpha
2745,alpha
3432,alpha
6467,ductal
1670,alpha
4127,alpha
3979,alpha
5021,alpha
6224,alpha
2991,alpha
8389,alpha
5968,alpha
7028,alpha
4351,alpha
7248,alpha
1176,alpha
1732,alpha
2784,alpha
2355,alpha
3512,alpha
3565,alpha
1726,alpha
4489,alpha
3628,alpha
4527,alpha
5945,alpha
4494,alpha
4373,alpha
6269,alpha
7832,ductal
2947,alpha
2973,alpha
4480,alpha
4183,alpha
6150,alpha
1396,alpha
4007,activated_stellate
8015,alpha
26,alpha
5537,alpha
1400,alpha
1280,alpha
6876,alpha
2795,alpha
1562,alpha
3540,alpha
6520,alpha
4850,alpha
3151,alpha
2073,ductal
3320,alpha
907,alpha
699,alpha
8223,alpha
2324,alpha
3308,alpha
8000,alpha
2111,alpha
3461,alpha
3321,alpha
3286,alpha
2068,alpha
3382,alpha
3417,alpha
617,alpha
1963,alpha
2353,alpha
3455,alpha
7574,alpha
3289,alpha
7619,alpha
1351,alpha
7448,alpha
2070,alpha
2034,alpha
3379,alpha
660,alpha
3161,alpha
7520,alpha
2308,alpha
1985,alpha
579,alpha
7916,alpha
7499,alpha
7461,alpha
3108,alpha
7451,alpha
1950,alpha
7374,alpha
2117,alpha
591,alpha
1960,alpha
1956,alpha
1983,alpha
1970,alpha
7305,alpha
7370,alpha
7309,alpha
3102,alpha
3212,alpha
3167,alpha
7629,alpha
7986,alpha
7321,alpha
7389,alpha
7977,alpha
7887,alpha
7687,alpha
3141,alpha
3152,alpha
2504,alpha
3788,alpha
2140,alpha
3138,alpha
1989,alpha
8099,alpha
7473,alpha
7498,alpha
7521,alpha
7601,alpha
7550,alpha
1982,alpha
2025,alpha
8110,alpha
7604,alpha
3179,alpha
742,alpha
7639,alpha
1957,alpha
7333,alpha
3112,alpha
1974,alpha
3105,alpha
7334,alpha
1953,alpha
7450,alpha
7291,alpha
7274,alpha
7277,alpha
1940,alpha
7408,alpha
7516,alpha
3171,alpha
3128,alpha
7402,alpha
2146,alpha
2223,alpha
1999,alpha
3186,alpha
2524,alpha
3136,alpha
2086,alpha
3166,alpha
7437,alpha
7383,alpha
1952,alpha
1246,alpha
5465,alpha
4669,alpha
2072,alpha
3421,alpha
2098,alpha
2059,alpha
5547,alpha
8001,alpha
2620,alpha
2501,alpha
7418,alpha
3130,alpha
2040,alpha
2084,alpha
2081,alpha
1978,alpha
2079,alpha
1320,alpha
6456,alpha
7996,alpha
2242,alpha
7576,alpha
3282,alpha
3153,activated_stellate
8021,alpha
7412,alpha
7941,alpha
8197,alpha
7616,alpha
6784,alpha
620,alpha
8189,alpha
3297,alpha
2307,alpha
2326,alpha
3236,alpha
7593,alpha
3201,alpha
2595,alpha
3197,alpha
7453,alpha
1594,alpha
8085,alpha
7726,alpha
8051,alpha
7988,alpha
7580,alpha
3155,alpha
3170,alpha
3314,alpha
3239,alpha
2208,alpha
7340,alpha
7428,alpha
7560,alpha
7431,alpha
1281,alpha
7572,alpha
7314,alpha
7456,alpha
3717,alpha
2216,alpha
7373,alpha
7955,alpha
7586,alpha
2116,alpha
2014,alpha
7409,alpha
7480,alpha
7494,alpha
7581,alpha
2002,alpha
5893,alpha
1513,alpha
1344,alpha
3218,alpha
2296,alpha
2085,alpha
3332,alpha
5833,alpha
2201,alpha
3273,alpha
2248,alpha
1984,alpha
2009,alpha
3358,alpha
2012,alpha
3169,alpha
2024,alpha
6736,alpha
2290,alpha
8041,alpha
2043,alpha
3168,alpha
6608,alpha
2499,alpha
3866,alpha
2205,alpha
3276,alpha
2182,alpha
7657,alpha
7457,alpha
8140,alpha
7950,alpha
5604,alpha
5580,alpha
3772,alpha
2166,alpha
1959,alpha
2178,alpha
2045,alpha
7900,alpha
2107,alpha
2252,alpha
2090,alpha
2109,alpha
2304,alpha
8279,alpha
3249,alpha
7635,alpha
2275,alpha
3301,alpha
3134,alpha
1992,alpha
7316,alpha
8211,alpha
3441,alpha
3516,alpha
8363,alpha
8228,alpha
8061,alpha
3250,alpha
3324,alpha
3439,alpha
2413,alpha
6828,alpha
633,alpha
7970,alpha
2362,alpha
8353,alpha
3882,alpha
7607,alpha
1996,alpha
7995,alpha
2277,alpha
3270,alpha
872,alpha
3200,alpha
7966,alpha
7650,alpha
86,delta
1997,delta
7442,delta
3106,delta
3137,delta
2661,delta
233,delta
665,delta
3789,delta
232,delta
1475,delta
6497,delta
3878,delta
6485,delta
1609,delta
737,delta
104,delta
119,delta
883,delta
831,delta
807,beta
7466,delta
1972,delta
915,delta
7563,delta
3826,delta
255,delta
2543,delta
7435,delta
3143,delta
127,delta
3752,delta
262,delta
5736,delta
5764,delta
1378,delta
4869,delta
221,delta
3129,delta
719,delta
7578,delta
7446,delta
1981,delta
1489,delta
1216,delta
3854,delta
129,delta
4746,delta
7495,delta
8045,delta
3736,delta
3791,delta
271,delta
229,delta
1998,delta
7921,delta
3806,delta
3775,delta
1454,delta
6434,delta
3802,delta
8042,delta
287,delta
154,delta
7653,delta
811,delta
8086,delta
69,delta
4628,delta
2530,delta
1964,delta
7583,delta
8016,delta
7915,delta
101,delta
77,delta
663,delta
616,delta
609,delta
701,delta
7942,delta
7951,delta
7515,delta
7404,delta
8101,delta
7533,delta
7975,delta
195,delta
246,delta
1392,delta
51,delta
123,epsilon
5467,delta
3771,delta
8118,delta
3122,delta
3119,delta
2516,delta
1398,delta
734,delta
4713,delta
3116,delta
2503,ductal
1467,epsilon
667,delta
3183,delta
4645,delta
1275,delta
3797,delta
4781,delta
826,delta
5592,delta
3139,delta
7458,delta
1239,delta
140,delta
1332,delta
612,delta
1971,delta
117,delta
1271,delta
670,delta
99,delta
4723,delta
3767,delta
7354,delta
7938,delta
1298,delta
1290,delta
1413,delta
1213,delta
1311,delta
5535,delta
4694,delta
1259,delta
3115,delta
2519,delta
636,delta
3135,delta
2522,delta
7380,delta
702,delta
626,delta
3127,delta
1979,delta
599,delta
2502,delta
7356,delta
2507,delta
1258,delta
1375,delta
34,delta
1961,delta
1338,delta
7406,delta
2506,delta
6397,delta
649,delta
33,delta
113,delta
1352,delta
98,delta
1306,delta
3765,delta
593,delta
1313,delta
7455,delta
178,delta
2032,delta
1265,delta
4650,delta
711,delta
1245,activated_stellate
7372,delta
7924,delta
6414,delta
87,delta
5516,ductal
43,delta
1973,delta
8029,delta
759,delta
4661,delta
6417,delta
590,delta
647,delta
7363,delta
7948,delta
7375,delta
7901,delta
1951,delta
7926,delta
1223,delta
1237,delta
7983,delta
2505,delta
3110,delta
2510,delta
3700,delta
7886,delta
615,delta
1301,delta
594,delta
1220,delta
1293,delta
4689,delta
3691,delta
7918,delta
7979,delta
3099,delta
3098,delta
642,delta
631,delta
1242,delta
1272,delta
1941,delta
1229,delta
604,delta
2497,delta
1949,delta
4574,delta
40,delta
7894,delta
1274,delta
7268,delta
571,delta
588,delta
7269,delta
1200,delta
7281,delta
569,delta
1205,delta
7288,delta
7871,delta
7870,delta
1948,delta
7290,delta
1212,delta
31,delta
576,delta
1206,delta
602,delta
7294,delta
1938,delta
1207,delta
582,delta
608,delta
1942,delta
1252,delta
1247,delta
49,delta
1211,delta
7349,delta
7335,delta
7907,delta
13,delta
596,delta
580,delta
1263,delta
1214,delta
1255,delta
14,delta
7395,delta
1945,delta
581,delta
1261,delta
1944,delta
583,delta
646,delta
3689,delta
1943,delta
7904,delta
7407,delta
1238,delta
25,delta
611,delta
1233,delta
1939,delta
1225,delta
570,delta
7323,delta
5524,delta
7452,delta
74,delta
180,delta
4747,delta
8022,delta
2625,delta
1502,delta
4653,delta
3191,delta
7961,delta
32,delta
4945,delta
3345,delta
447,beta
2301,delta
7799,delta
5996,delta
7097,delta
4152,delta
1031,delta
1862,delta
2267,delta
875,beta
4091,delta
8087,beta
5778,delta
7584,delta
6896,delta
5173,delta
2811,delta
1819,delta
396,delta
5323,delta
490,delta
2923,delta
1789,beta
7816,delta
377,delta
7760,delta
4995,delta
3442,delta
2651,delta
7719,delta
8349,delta
5883,delta
7974,ductal
8139,delta
2148,delta
6663,delta
2338,delta
5718,delta
6898,delta
493,delta
1616,delta
146,delta
7796,delta
2406,delta
467,delta
1827,delta
975,delta
5974,ductal
1759,delta
934,delta
3306,delta
2204,delta
4624,delta
7613,delta
3268,delta
3255,delta
3410,delta
3402,delta
3339,delta
2130,delta
3257,delta
5965,delta
1615,ductal
6106,delta
8240,delta
6645,delta
3971,delta
4231,delta
8449,delta
1734,beta
6707,delta
1429,delta
3165,delta
4134,delta
4245,delta
2792,delta
8421,beta
3427,delta
1703,delta
3346,delta
1066,delta
3356,delta
2662,delta
2212,delta
7672,delta
6746,delta
6550,delta
370,delta
337,delta
2668,delta
7603,delta
6570,delta
3144,delta
1390,quiescent_stellate
240,delta
4803,delta
1495,delta
5812,delta
817,delta
3932,delta
2209,delta
3188,ductal
3184,delta
6449,delta
6511,delta
8190,delta
3975,delta
930,delta
989,delta
3935,delta
4875,delta
5814,delta
5738,delta
798,delta
6720,delta
2806,delta
6689,delta
5759,delta
4067,delta
3933,delta
4087,delta
2756,delta
8214,delta
2645,delta
8194,delta
684,delta
3133,epsilon
566,alpha
844,delta
762,delta
3849,delta
6466,delta
6597,delta
3348,delta
8137,delta
3877,delta
3319,delta
251,delta
3855,delta
1679,delta
3959,delta
4020,delta
1406,delta
1410,delta
1479,delta
4778,delta
8199,delta
6098,delta
8278,delta
7978,delta
110,delta
281,delta
6471,delta
1543,delta
2647,delta
1011,delta
955,delta
2677,delta
778,delta
321,delta
5910,delta
4783,delta
938,delta
1403,delta
5582,delta
1307,delta
752,delta
2060,delta
3120,delta
8171,delta
841,delta
306,delta
7659,delta
4822,delta
6569,delta
6547,delta
6525,delta
1516,delta
7643,delta
4707,delta
8058,delta
2041,delta
8005,delta
1599,delta
6602,delta
192,delta
201,delta
4743,delta
7567,delta
7311,ductal
3150,delta
7877,ductal
7898,delta
906,delta
3219,delta
3384,delta
5644,delta
897,delta
1526,delta
3853,delta
7685,delta
2093,delta
4944,delta
4752,delta
4040,delta
4000,delta
310,delta
3298,delta
2106,delta
2605,delta
1444,delta
338,delta
1461,delta
2636,delta
2680,delta
3962,delta
8092,delta
8033,delta
2137,delta
8104,delta
5697,delta
2292,delta
1990,quiescent_stellate
2370,delta
6780,delta
978,delta
3322,delta
3194,delta
3233,delta
7470,delta
7585,delta
4244,delta
960,delta
2390,delta
3413,delta
481,delta
4196,delta
5751,delta
773,delta
8319,delta
2779,delta
2738,delta
1721,alpha
3446,delta
3587,delta
3520,delta
3466,delta
2215,delta
1768,delta
2831,delta
8412,delta
3922,delta
5740,delta
3407,delta
8367,delta
6035,delta
6802,delta
5707,delta
3245,delta
878,delta
6555,beta
6579,delta
2674,delta
5795,delta
235,delta
1568,delta
7827,gamma
4990,gamma
7119,gamma
403,gamma
3075,gamma
3081,gamma
832,gamma
516,gamma
1151,gamma
8434,gamma
421,gamma
476,gamma
511,gamma
7153,gamma
3027,gamma
352,gamma
2468,gamma
1075,gamma
4522,gamma
2482,gamma
2984,gamma
3475,gamma
1648,gamma
1559,gamma
6769,gamma
3643,activated_stellate
2163,gamma
8143,gamma
8076,gamma
6990,gamma
1537,gamma
7654,gamma
7715,gamma
8397,gamma
7736,gamma
3046,gamma
3655,gamma
8304,gamma
8293,gamma
8320,gamma
2376,gamma
373,gamma
908,gamma
8490,gamma
1880,gamma
362,gamma
3551,gamma
3566,gamma
197,gamma
2335,gamma
2770,gamma
3519,gamma
3045,gamma
3573,gamma
454,gamma
1534,gamma
8055,gamma
7564,gamma
7465,gamma
600,gamma
2175,gamma
7506,gamma
932,gamma
7750,gamma
4117,gamma
7048,gamma
273,endothelial
7631,gamma
2126,gamma
2438,gamma
7467,ductal
8184,gamma
1639,gamma
7846,gamma
7783,gamma
7462,gamma
7661,gamma
8262,gamma
1665,gamma
3515,gamma
2369,gamma
3496,gamma
2309,gamma
3495,gamma
313,gamma
1117,gamma
1892,gamma
3016,gamma
3023,gamma
1026,gamma
2407,gamma
2883,gamma
3459,gamma
922,gamma
801,gamma
2414,gamma
2930,gamma
2835,gamma
2797,gamma
2329,gamma
7149,gamma
426,gamma
947,gamma
4163,gamma
4173,gamma
4429,gamma
4304,gamma
2904,gamma
388,gamma
2389,gamma
354,gamma
265,gamma
996,gamma
308,gamma
2602,gamma
3426,gamma
8162,gamma
8213,gamma
8142,gamma
8298,gamma
8332,gamma
7534,gamma
1457,gamma
484,gamma
2915,gamma
2874,gamma
3504,gamma
5962,gamma
8064,gamma
1612,gamma
5154,gamma
5806,gamma
6047,gamma
3438,gamma
277,gamma
905,gamma
3528,gamma
4224,gamma
1401,quiescent_stellate
1374,gamma
3709,ductal
7388,gamma
2144,gamma
7730,gamma
6628,gamma
5995,gamma
2794,gamma
7595,gamma
2922,gamma
2033,gamma
2679,gamma
1508,gamma
2232,gamma
1605,gamma
8039,gamma
2185,gamma
163,gamma
4938,gamma
2190,gamma
6587,gamma
4725,gamma
1617,gamma
5037,alpha
8013,gamma
7952,gamma
770,gamma
7531,gamma
256,gamma
8277,gamma
1675,gamma
2847,gamma
3481,gamma
856,gamma
3359,gamma
2586,gamma
2415,gamma
3521,gamma
2313,gamma
2681,gamma
2577,gamma
3457,gamma
838,gamma
1446,gamma
902,gamma
1557,gamma
431,gamma
7184,gamma
1122,gamma
6818,gamma
2968,gamma
4773,gamma
3449,gamma
1081,gamma
1024,gamma
521,gamma
3021,gamma
4394,gamma
2431,gamma
3443,gamma
1697,gamma
301,gamma
2039,gamma
2053,alpha
7594,gamma
2535,alpha
8071,gamma
7445,gamma
2344,gamma
3454,gamma
7754,gamma
7152,gamma
3434,gamma
2398,gamma
367,gamma
6221,gamma
222,gamma
4679,gamma
2298,gamma
6935,gamma
794,gamma
7296,activated_stellate
2351,gamma
8311,gamma
5670,gamma
1388,gamma
79,beta
1321,beta
724,beta
7401,beta
2527,beta
607,beta
1409,beta
1517,beta
1441,beta
7878,beta
735,beta
1356,beta
1285,beta
162,beta
802,beta
644,beta
741,beta
669,beta
688,beta
1391,beta
1561,beta
1462,beta
761,beta
721,beta
790,beta
730,beta
710,beta
1032,beta
629,beta
1282,beta
3100,beta
1361,beta
4608,beta
1954,beta
2038,beta
1994,beta
1482,beta
1345,beta
595,beta
1304,beta
1379,beta
4750,beta
1417,beta
38,beta
3824,beta
2005,beta
5538,beta
4598,beta
2160,beta
139,beta
1236,beta
3841,beta
2074,beta
1278,beta
654,beta
2037,beta
2263,beta
5202,beta
1520,beta
4704,beta
3973,beta
5639,beta
3871,beta
6673,beta
4762,beta
7908,beta
7347,beta
7905,beta
6459,beta
6461,beta
15,beta
4711,beta
4788,beta
5620,beta
1754,beta
2078,beta
5909,beta
4664,beta
6462,beta
4751,beta
4623,beta
5789,beta
5575,beta
5617,beta
5554,beta
6526,beta
73,beta
91,beta
1295,beta
618,beta
1425,beta
1235,beta
585,beta
1342,beta
5583,beta
1232,beta
7,beta
1234,beta
4635,beta
4671,beta
4588,beta
7869,beta
7283,beta
1330,beta
1269,beta
5485,beta
2056,beta
1283,beta
1249,beta
1256,beta
17,beta
5600,beta
3918,beta
7953,beta
1634,beta
6649,beta
5898,beta
4924,beta
1649,beta
4940,beta
8057,beta
5541,beta
6690,beta
4695,beta
2950,beta
3894,beta
4758,beta
3810,beta
2013,beta
6484,beta
1437,beta
7464,beta
638,beta
2076,beta
2027,beta
7919,beta
136,beta
128,beta
4819,beta
4697,beta
7286,beta
1288,beta
8212,beta
166,beta
1487,beta
55,beta
1257,beta
6472,beta
1993,beta
7352,beta
1325,beta
1536,beta
3808,beta
4883,beta
5776,beta
1322,beta
6438,beta
3860,beta
24,beta
4802,beta
3887,beta
1013,beta
1481,beta
4647,beta
827,beta
1497,beta
1363,beta
1710,beta
39,beta
5598,beta
3793,beta
1260,beta
5487,beta
259,beta
925,beta
1006,beta
8232,beta
850,beta
1334,beta
7387,beta
795,beta
1528,beta
718,beta
874,beta
184,beta
1328,beta
7969,beta
175,beta
291,beta
2536,beta
2518,beta
763,beta
2152,beta
3216,beta
264,beta
115,beta
317,beta
8105,beta
7419,beta
693,beta
845,beta
601,beta
1619,beta
1333,beta
683,beta
7500,beta
1389,beta
181,beta
7346,beta
651,beta
650,beta
784,beta
720,beta
2138,beta
891,beta
695,beta
641,beta
610,beta
1539,beta
1701,beta
7634,beta
664,beta
211,beta
1722,beta
7649,beta
1331,beta
1456,beta
2225,beta
2727,beta
2621,beta
2010,beta
1463,beta
920,beta
1531,beta
2601,beta
848,beta
1451,beta
168,beta
1498,beta
1416,beta
8548,delta
2372,delta
1737,delta
6559,delta
3553,delta
6233,delta
4379,delta
6243,delta
2110,delta
1678,delta
3506,delta
4093,ductal
486,delta
4477,delta
488,delta
6214,delta
6058,delta
5198,delta
1680,delta
275,delta
3534,delta
7837,delta
252,delta
1041,delta
1803,delta
4326,delta
6622,activated_stellate
1969,ductal
2183,delta
4890,beta
7929,beta
5564,beta
6463,beta
3085,beta
1434,beta
6656,beta
4823,beta
3906,beta
2220,endothelial
5012,beta
4740,beta
4800,beta
4727,beta
5684,beta
122,beta
1511,beta
5557,beta
589,beta
170,beta
723,beta
1507,beta
7369,beta
4724,beta
3760,beta
4900,beta
6662,beta
6464,beta
5689,beta
3812,beta
6505,beta
4056,beta
5614,beta
305,beta
1763,beta
5765,beta
5730,beta
1108,beta
6563,beta
3307,beta
5743,beta
1316,beta
7355,beta
3798,beta
1492,beta
6131,beta
4929,beta
1667,beta
5618,beta
5948,beta
6787,beta
3863,beta
2065,beta
2186,beta
5630,beta
6104,beta
6675,beta
6529,beta
7509,beta
7985,beta
681,beta
5057,beta
6955,beta
3988,beta
5257,beta
5573,beta
2627,beta
5926,beta
3340,beta
6211,beta
6997,beta
3175,beta
4643,beta
2542,beta
2568,beta
6596,beta
5584,beta
6594,beta
3880,beta
4735,beta
7528,beta
873,beta
5792,beta
5665,beta
7300,beta
5526,beta
7544,beta
5852,beta
5611,beta
6465,beta
5712,beta
929,beta
4095,beta
1397,beta
7319,beta
71,beta
712,beta
1593,beta
6624,beta
5702,beta
3430,beta
2629,beta
2197,beta
6759,beta
6585,beta
4919,beta
867,beta
6711,beta
260,beta
7308,beta
7557,beta
3192,beta
6697,beta
4754,beta
2156,beta
7895,beta
2017,beta
7338,beta
7287,beta
7341,beta
6499,beta
7376,beta
7315,beta
1296,beta
5897,beta
3839,beta
7416,beta
7304,beta
7293,beta
7313,beta
7512,beta
6752,beta
6688,beta
6409,beta
3795,beta
6501,beta
2761,beta
6754,beta
1459,beta
6590,beta
6646,beta
3903,beta
5822,beta
6830,beta
7519,beta
5652,alpha
2174,beta
6713,beta
5182,beta
4971,beta
4222,beta
1750,beta
4153,beta
1579,beta
6611,beta
3978,beta
4170,beta
150,beta
840,schwann
886,beta
5586,beta
3815,beta
5841,beta
5813,beta
5862,beta
6871,beta
472,beta
4862,beta
5865,beta
5719,beta
6593,beta
4837,beta
5571,beta
3930,beta
1412,beta
1424,beta
661,endothelial
4867,beta
5104,beta
6618,beta
7680,beta
6610,beta
4993,beta
5266,beta
5626,beta
1355,beta
3368,beta
5797,beta
6530,beta
5570,beta
7614,beta
2566,beta
2579,beta
165,beta
2893,beta
2614,beta
3275,beta
2765,beta
2593,beta
5681,beta
6950,beta
6704,beta
5236,beta
94,beta
4072,beta
6022,beta
160,beta
241,beta
941,beta
5844,beta
2781,beta
107,beta
6731,beta
4897,beta
144,beta
7417,beta
7946,beta
8170,beta
5703,beta
6864,beta
5121,beta
5139,beta
3936,beta
1254,macrophage
5696,beta
4831,beta
5747,beta
3783,beta
151,beta
1386,endothelial
5545,beta
2552,beta
3149,beta
2564,beta
1503,beta
1447,beta
1564,ductal
7426,beta
5940,beta
4791,beta
5687,beta
6603,beta
6668,beta
294,beta
2737,beta
2544,beta
97,beta
700,beta
2179,beta
176,beta
346,beta
5672,beta
3230,beta
1532,beta
623,beta
83,beta
105,beta
705,beta
30,beta
1408,beta
1209,beta
179,beta
3189,beta
2164,beta
643,beta
2063,beta
1250,beta
648,beta
1419,beta
1366,beta
1224,beta
659,beta
57,beta
675,beta
1427,beta
2638,beta
27,beta
1480,beta
3097,beta
1291,beta
2521,beta
3145,beta
2119,beta
3118,beta
697,beta
1276,beta
1302,beta
2550,beta
1266,beta
1230,beta
1474,beta
4690,beta
210,beta
1319,beta
111,beta
21,beta
121,beta
1383,beta
20,beta
3164,beta
1620,beta
142,beta
5648,beta
709,beta
749,beta
114,beta
4840,beta
7368,beta
1244,beta
90,beta
806,beta
2161,beta
7351,beta
2508,activated_stellate
1268,beta
1453,beta
1393,beta
6631,beta
7910,beta
1262,beta
2168,beta
2000,beta
1346,beta
1292,beta
672,beta
227,beta
1350,beta
3146,beta
54,beta
3389,beta
2580,beta
2305,beta
1995,beta
5225,beta
6425,beta
1404,beta
1395,beta
3241,beta
3229,beta
3349,beta
1341,beta
2044,beta
5569,beta
3725,beta
6479,beta
2725,beta
2553,beta
2631,beta
3261,beta
5800,beta
6630,beta
6503,beta
267,beta
204,beta
5680,beta
736,beta
1477,beta
653,beta
1436,beta
81,beta
1335,beta
196,beta
4761,beta
1421,beta
3804,beta
5690,beta
7644,beta
2325,beta
1329,beta
4140,beta
6491,beta
3920,beta
1286,beta
52,beta
1556,beta
4842,beta
2742,beta
630,beta
116,beta
834,beta
2554,beta
5520,beta
1317,beta
1287,beta
1215,beta
1284,beta
6592,beta
1294,beta
1324,beta
186,beta
2120,beta
1518,beta
1501,beta
37,beta
796,beta
118,beta
206,beta
6837,beta
4977,beta
298,beta
5633,beta
5574,beta
7872,beta
1535,beta
3828,beta
805,beta
1369,beta
124,beta
1314,beta
1231,beta
624,beta
2029,beta
1533,beta
2052,beta
7971,beta
147,beta
5756,beta
143,beta
756,beta
4905,beta
1248,beta
199,beta
847,beta
200,beta
4792,beta
3796,ductal
5686,beta
3498,beta
2824,beta
6227,beta
1770,beta
4038,beta
2049,ductal
2141,beta
7511,beta
6653,beta
6142,beta
3065,beta
6842,beta
4063,beta
4399,beta
4506,beta
1851,beta
5669,beta
4204,beta
4884,beta
5008,beta
1551,beta
1629,beta
5594,beta
1273,beta
7303,beta
605,beta
2082,beta
738,beta
1300,beta
1630,beta
58,beta
732,beta
1549,beta
6027,beta
4055,beta
1991,beta
2771,beta
145,beta
8134,beta
1431,beta
4912,beta
812,beta
6561,beta
7322,beta
7884,beta
7432,beta
5899,beta
5851,beta
8044,beta
7386,beta
3256,beta
2700,beta
2358,beta
8209,beta
5820,beta
7818,beta
5124,beta
5367,beta
6953,beta
1484,beta
5908,beta
6676,beta
5140,beta
8360,beta
1422,beta
744,beta
7976,beta
